Cell name,Leiden cluster,Cell type,Developmental stage
cell_1161,1,Nascent mesoderm,E7.5
cell_1162,11,Mixed mesoderm,E7.5
cell_1163,16,Mixed mesoderm,E7.5
cell_1167,12,Blood progenitors 2,E7.5
cell_1168,20,Epiblast,E7.5
cell_1171,12,Blood progenitors 1,E7.5
cell_1172,32,Surface ectoderm,E7.5
cell_1174,3,Mesenchyme,E7.5
cell_1175,20,Primitive Streak,E7.5
cell_1176,49,Epiblast,E7.5
cell_1180,54,Epiblast,E7.5
cell_1186,2,Epiblast,E7.5
cell_1187,50,Nascent mesoderm,E7.5
cell_1193,9,Mixed mesoderm,E7.5
cell_1195,61,Epiblast,E7.5
cell_1197,2,Epiblast,E7.5
cell_1199,20,Rostral neurectoderm,E7.5
cell_1201,20,Surface ectoderm,E7.5
cell_1203,2,Epiblast,E7.5
cell_1207,3,Mesenchyme,E7.5
cell_1209,21,Def. endoderm,E7.5
cell_1210,20,Caudal epiblast,E7.5
cell_1216,9,Mixed mesoderm,E7.5
cell_1217,20,Caudal epiblast,E7.5
cell_1218,20,Primitive Streak,E7.5
cell_1221,32,Primitive Streak,E7.5
cell_1223,9,Mixed mesoderm,E7.5
cell_1225,21,Primitive Streak,E7.5
cell_1227,21,Def. endoderm,E7.5
cell_1231,9,Nascent mesoderm,E7.5
cell_1233,20,Rostral neurectoderm,E7.5
cell_1234,20,Epiblast,E7.5
cell_1237,28,Def. endoderm,E7.5
cell_1240,12,Blood progenitors 1,E7.5
cell_1241,1,Nascent mesoderm,E7.5
cell_1243,3,Mesenchyme,E7.5
cell_1245,32,Surface ectoderm,E7.5
cell_1246,21,Notochord,E7.5
cell_1248,9,Mixed mesoderm,E7.5
cell_1250,24,Epiblast,E7.5
cell_1251,9,Mesenchyme,E7.5
cell_1254,12,Blood progenitors 2,E7.5
cell_1258,65,Rostral neurectoderm,E7.5
cell_1259,20,Epiblast,E7.5
cell_1260,50,Nascent mesoderm,E7.5
cell_1262,27,Rostral neurectoderm,E7.5
cell_1263,9,Mixed mesoderm,E7.5
cell_1264,32,Nascent mesoderm,E7.5
cell_1265,9,Mixed mesoderm,E7.5
cell_1267,45,Surface ectoderm,E7.5
cell_1269,1,Nascent mesoderm,E7.5
cell_1271,9,Mesenchyme,E7.5
cell_1274,9,Pharyngeal mesoderm,E7.5
cell_1275,47,Rostral neurectoderm,E7.5
cell_1276,27,Primitive Streak,E7.5
cell_1277,3,Mesenchyme,E7.5
cell_1278,1,Nascent mesoderm,E7.5
cell_1280,1,Primitive Streak,E7.5
cell_1282,28,Gut,E7.5
cell_1284,16,Mixed mesoderm,E7.5
cell_1286,21,Def. endoderm,E7.5
cell_1290,60,Parietal endoderm,E7.5
cell_1296,1,Nascent mesoderm,E7.5
cell_1301,9,Mixed mesoderm,E7.5
cell_1302,12,Blood progenitors 1,E7.5
cell_1303,9,Mixed mesoderm,E7.5
cell_1304,9,Mixed mesoderm,E7.5
cell_1305,3,Mesenchyme,E7.5
cell_1306,61,Epiblast,E7.5
cell_1311,9,Mixed mesoderm,E7.5
cell_1313,3,Mesenchyme,E7.5
cell_1315,20,Primitive Streak,E7.5
cell_1316,2,Epiblast,E7.5
cell_1317,20,Rostral neurectoderm,E7.5
cell_1318,20,Primitive Streak,E7.5
cell_1319,12,Blood progenitors 1,E7.5
cell_1321,37,Haematoendothelial progenitors,E7.5
cell_1326,27,Rostral neurectoderm,E7.5
cell_1330,3,Mesenchyme,E7.5
cell_1333,2,Epiblast,E7.5
cell_1337,37,Mesenchyme,E7.5
cell_1338,28,Def. endoderm,E7.5
cell_1339,12,Haematoendothelial progenitors,E7.5
cell_1340,49,Epiblast,E7.5
cell_1342,16,Mixed mesoderm,E7.5
cell_1343,3,Mesenchyme,E7.5
cell_1345,20,Epiblast,E7.5
cell_1348,3,Mesenchyme,E7.5
cell_1351,12,Haematoendothelial progenitors,E7.5
cell_1356,45,PGC,E7.5
cell_1357,1,Nascent mesoderm,E7.5
cell_1359,27,Primitive Streak,E7.5
cell_1360,32,Primitive Streak,E7.5
cell_1363,12,Blood progenitors 1,E7.5
cell_1365,3,Mesenchyme,E7.5
cell_1368,20,Epiblast,E7.5
cell_1369,12,Haematoendothelial progenitors,E7.5
cell_1370,16,Mixed mesoderm,E7.5
cell_1378,37,Haematoendothelial progenitors,E7.5
cell_1379,0,Epiblast,E7.5
cell_1380,2,Epiblast,E7.5
cell_1383,0,Epiblast,E7.5
cell_1384,28,Gut,E7.5
cell_1385,20,Epiblast,E7.5
cell_1387,21,Notochord,E7.5
cell_1388,1,Nascent mesoderm,E7.5
cell_1390,3,Mesenchyme,E7.5
cell_1391,20,Epiblast,E7.5
cell_1392,20,Epiblast,E7.5
cell_1393,3,Mesenchyme,E7.5
cell_1394,60,Parietal endoderm,E7.5
cell_1397,28,Def. endoderm,E7.5
cell_1398,2,Epiblast,E7.5
cell_1401,1,Nascent mesoderm,E7.5
cell_1407,16,Mixed mesoderm,E7.5
cell_1409,12,Blood progenitors 2,E7.5
cell_1410,3,Mesenchyme,E7.5
cell_1415,9,PGC,E7.5
cell_1416,27,Epiblast,E7.5
cell_1418,20,Rostral neurectoderm,E7.5
cell_1421,20,Epiblast,E7.5
cell_1422,12,Haematoendothelial progenitors,E7.5
cell_1424,20,Rostral neurectoderm,E7.5
cell_1430,50,Nascent mesoderm,E7.5
cell_1431,20,Rostral neurectoderm,E7.5
cell_1433,12,Haematoendothelial progenitors,E7.5
cell_1435,18,Surface ectoderm,E7.5
cell_1437,0,Epiblast,E7.5
cell_1438,16,Mixed mesoderm,E7.5
cell_1440,3,Mesenchyme,E7.5
cell_1441,12,Haematoendothelial progenitors,E7.5
cell_1442,28,Def. endoderm,E7.5
cell_1444,20,Epiblast,E7.5
cell_1445,3,Mesenchyme,E7.5
cell_1446,3,Mesenchyme,E7.5
cell_1447,20,Primitive Streak,E7.5
cell_1449,3,Mesenchyme,E7.5
cell_1452,0,Epiblast,E6.5
cell_1453,25,Epiblast,E6.5
cell_1454,0,Epiblast,E6.5
cell_1456,5,Primitive Streak,E6.5
cell_1458,2,Epiblast,E6.5
cell_1460,2,Epiblast,E6.5
cell_1462,0,Epiblast,E6.5
cell_1464,0,Epiblast,E6.5
cell_1465,2,Epiblast,E6.5
cell_1466,0,Epiblast,E6.5
cell_1467,25,Epiblast,E6.5
cell_1468,0,Epiblast,E6.5
cell_1469,7,Primitive Streak,E6.5
cell_1470,0,Epiblast,E6.5
cell_1472,66,Epiblast,E6.5
cell_1474,5,Primitive Streak,E6.5
cell_1476,33,Epiblast,E6.5
cell_1477,33,Epiblast,E6.5
cell_1478,0,Epiblast,E6.5
cell_1481,25,Epiblast,E6.5
cell_1483,0,Epiblast,E6.5
cell_1484,0,Epiblast,E6.5
cell_1488,33,Epiblast,E6.5
cell_1490,0,Epiblast,E6.5
cell_1492,0,Epiblast,E6.5
cell_1493,47,Epiblast,E6.5
cell_1496,0,Epiblast,E6.5
cell_1497,0,Epiblast,E6.5
cell_1498,0,Epiblast,E6.5
cell_1499,47,Epiblast,E6.5
cell_1500,33,Epiblast,E6.5
cell_1501,5,Primitive Streak,E6.5
cell_1504,49,Epiblast,E6.5
cell_1505,33,Epiblast,E6.5
cell_1508,0,Epiblast,E6.5
cell_1509,66,Epiblast,E6.5
cell_1510,33,Epiblast,E6.5
cell_1512,5,Primitive Streak,E6.5
cell_1513,7,Primitive Streak,E6.5
cell_1514,45,Primitive Streak,E6.5
cell_1515,0,Epiblast,E6.5
cell_1517,0,Epiblast,E6.5
cell_1518,45,Primitive Streak,E6.5
cell_1519,0,Epiblast,E6.5
cell_1520,33,Epiblast,E6.5
cell_1521,5,Primitive Streak,E6.5
cell_1522,0,Epiblast,E6.5
cell_1523,33,Epiblast,E6.5
cell_1524,33,Epiblast,E6.5
cell_1525,5,Primitive Streak,E6.5
cell_1527,0,Epiblast,E6.5
cell_1530,0,Epiblast,E6.5
cell_1531,2,Epiblast,E6.5
cell_1533,2,Epiblast,E6.5
cell_1534,7,Epiblast,E6.5
cell_1537,0,Epiblast,E6.5
cell_1538,0,Epiblast,E6.5
cell_1540,7,Primitive Streak,E6.5
cell_1541,0,Epiblast,E6.5
cell_1543,54,Epiblast,E6.5
cell_1544,49,Epiblast,E6.5
cell_1547,0,Epiblast,E6.5
cell_1548,0,Epiblast,E6.5
cell_1549,45,Primitive Streak,E6.5
cell_1550,0,Epiblast,E6.5
cell_1552,2,Epiblast,E6.5
cell_1553,33,Epiblast,E6.5
cell_1554,0,Epiblast,E6.5
cell_1557,5,Epiblast,E6.5
cell_1559,33,Epiblast,E6.5
cell_1560,0,Epiblast,E6.5
cell_1562,0,Epiblast,E6.5
cell_1563,2,Epiblast,E6.5
cell_1564,5,Epiblast,E6.5
cell_1565,0,Epiblast,E6.5
cell_1566,5,Epiblast,E6.5
cell_1567,62,Epiblast,E6.5
cell_1570,0,Epiblast,E6.5
cell_1571,0,Epiblast,E6.5
cell_1573,0,Epiblast,E6.5
cell_1574,0,Epiblast,E6.5
cell_1575,33,Primitive Streak,E6.5
cell_1576,33,Epiblast,E6.5
cell_1577,0,Epiblast,E6.5
cell_1578,0,Epiblast,E6.5
cell_1579,5,Epiblast,E6.5
cell_1580,0,Epiblast,E6.5
cell_1581,0,Epiblast,E6.5
cell_1582,5,Primitive Streak,E6.5
cell_1585,0,Epiblast,E6.5
cell_1586,2,Epiblast,E6.5
cell_1589,63,Epiblast,E6.5
cell_1590,0,Epiblast,E6.5
cell_1596,25,Epiblast,E6.5
cell_1597,5,Primitive Streak,E6.5
cell_1598,0,Epiblast,E6.5
cell_1599,5,Epiblast,E6.5
cell_1600,0,Epiblast,E6.5
cell_1601,47,Epiblast,E6.5
cell_1603,5,Primitive Streak,E6.5
cell_1605,0,Epiblast,E6.5
cell_1607,33,Epiblast,E6.5
cell_1609,45,Epiblast,E6.5
cell_1610,5,Primitive Streak,E6.5
cell_1612,25,Epiblast,E6.5
cell_1613,33,Epiblast,E6.5
cell_1614,0,Epiblast,E6.5
cell_1616,0,Epiblast,E6.5
cell_1617,0,Epiblast,E6.5
cell_1618,7,Epiblast,E6.5
cell_1619,47,Epiblast,E6.5
cell_1620,44,Primitive Streak,E6.5
cell_1621,0,Epiblast,E6.5
cell_1622,0,Epiblast,E6.5
cell_1623,0,Epiblast,E6.5
cell_1624,33,Epiblast,E6.5
cell_1625,0,Epiblast,E6.5
cell_1627,7,Primitive Streak,E6.5
cell_1629,2,Epiblast,E6.5
cell_1630,0,Epiblast,E6.5
cell_1631,0,Epiblast,E6.5
cell_1636,2,Epiblast,E6.5
cell_1637,0,Epiblast,E6.5
cell_1638,0,Epiblast,E6.5
cell_1640,47,Epiblast,E6.5
cell_1641,0,Epiblast,E6.5
cell_1642,5,Epiblast,E6.5
cell_1644,45,Epiblast,E6.5
cell_1645,33,Epiblast,E6.5
cell_1646,0,Epiblast,E6.5
cell_1648,0,Epiblast,E6.5
cell_1649,0,Epiblast,E6.5
cell_1650,33,Epiblast,E6.5
cell_1651,0,Epiblast,E6.5
cell_1653,0,Epiblast,E6.5
cell_1654,54,Epiblast,E6.5
cell_1655,45,Primitive Streak,E6.5
cell_1656,33,Epiblast,E6.5
cell_1657,0,Epiblast,E6.5
cell_1658,0,Epiblast,E6.5
cell_1660,7,Epiblast,E6.5
cell_1661,7,Primitive Streak,E6.5
cell_1664,2,Epiblast,E6.5
cell_1665,0,Epiblast,E6.5
cell_1666,0,Epiblast,E6.5
cell_1667,25,Epiblast,E6.5
cell_1668,5,Epiblast,E6.5
cell_1669,5,Primitive Streak,E6.5
cell_1670,0,Epiblast,E6.5
cell_1672,0,Epiblast,E6.5
cell_1673,0,Epiblast,E6.5
cell_1677,47,Epiblast,E6.5
cell_1679,0,Epiblast,E6.5
cell_1681,62,Epiblast,E6.5
cell_1682,0,Epiblast,E6.5
cell_1684,5,Primitive Streak,E6.5
cell_1686,5,Primitive Streak,E6.5
cell_1688,7,Primitive Streak,E6.5
cell_1689,5,Epiblast,E6.5
cell_1694,25,Epiblast,E6.5
cell_1695,25,Epiblast,E6.5
cell_1696,2,Epiblast,E6.5
cell_1697,5,Primitive Streak,E6.5
cell_1698,47,Epiblast,E6.5
cell_1699,5,Epiblast,E6.5
cell_1705,2,Epiblast,E6.5
cell_1706,33,Epiblast,E6.5
cell_1709,47,Epiblast,E6.5
cell_1711,60,Parietal endoderm,E6.5
cell_1712,0,Epiblast,E6.5
cell_1713,5,Primitive Streak,E6.5
cell_1714,45,Epiblast,E6.5
cell_1717,5,Epiblast,E6.5
cell_1719,5,Primitive Streak,E6.5
cell_1720,0,Epiblast,E6.5
cell_1723,0,Epiblast,E6.5
cell_1724,0,Primitive Streak,E6.5
cell_1726,54,Epiblast,E6.5
cell_1728,33,Epiblast,E6.5
cell_1729,54,Epiblast,E6.5
cell_1730,0,Epiblast,E6.5
cell_1739,33,Epiblast,E6.5
cell_1740,60,Parietal endoderm,E6.5
cell_1741,47,Primitive Streak,E6.5
cell_1742,0,Epiblast,E6.5
cell_1743,33,Epiblast,E6.5
cell_1744,5,Primitive Streak,E6.5
cell_1746,0,Epiblast,E6.5
cell_1748,0,Epiblast,E6.5
cell_1750,0,Epiblast,E6.5
cell_1751,2,Epiblast,E6.5
cell_1752,5,Epiblast,E6.5
cell_1753,47,Epiblast,E6.5
cell_1755,47,Epiblast,E6.5
cell_1756,2,Epiblast,E6.5
cell_1757,0,Epiblast,E6.5
cell_1758,5,Primitive Streak,E6.5
cell_1759,33,Epiblast,E6.5
cell_1762,0,Epiblast,E6.5
cell_1763,33,Epiblast,E6.5
cell_1764,5,Epiblast,E6.5
cell_1766,0,Epiblast,E6.5
cell_1767,0,Epiblast,E6.5
cell_1770,0,Epiblast,E6.5
cell_1771,0,Epiblast,E6.5
cell_1772,5,Primitive Streak,E6.5
cell_1775,49,Primitive Streak,E6.5
cell_1777,0,Epiblast,E6.5
cell_1779,47,Epiblast,E6.5
cell_1780,0,Epiblast,E6.5
cell_1782,0,Epiblast,E6.5
cell_1783,25,Epiblast,E6.5
cell_1784,2,Epiblast,E6.5
cell_1788,0,Epiblast,E6.5
cell_1789,47,Epiblast,E6.5
cell_1790,54,Epiblast,E6.5
cell_1795,45,Primitive Streak,E6.5
cell_1796,5,Primitive Streak,E6.5
cell_1799,5,Epiblast,E6.5
cell_1800,47,Epiblast,E6.5
cell_1802,5,Primitive Streak,E6.5
cell_1803,2,Epiblast,E6.5
cell_1804,7,Primitive Streak,E6.5
cell_1805,5,Epiblast,E6.5
cell_1808,0,Epiblast,E6.5
cell_1809,45,Primitive Streak,E6.5
cell_1811,47,Epiblast,E6.5
cell_1812,0,Epiblast,E6.5
cell_1813,0,Epiblast,E6.5
cell_1815,2,Epiblast,E6.5
cell_1816,47,Epiblast,E6.5
cell_1818,47,Epiblast,E6.5
cell_1819,2,Epiblast,E6.5
cell_1824,0,Epiblast,E6.5
cell_1826,0,Epiblast,E6.5
cell_1827,47,Epiblast,E6.5
cell_1829,47,Epiblast,E6.5
cell_1832,0,Epiblast,E6.5
cell_1833,0,Epiblast,E6.5
cell_1835,33,Epiblast,E6.5
cell_1839,0,Epiblast,E6.5
cell_1840,0,Epiblast,E6.5
cell_1841,33,Epiblast,E6.5
cell_1842,0,Epiblast,E6.5
cell_1844,2,Epiblast,E6.5
cell_1845,0,Epiblast,E6.5
cell_1846,47,Epiblast,E6.5
cell_1849,25,Epiblast,E6.5
cell_1850,60,Parietal endoderm,E6.5
cell_1852,5,Primitive Streak,E6.5
cell_1853,33,Primitive Streak,E6.5
cell_1854,47,Epiblast,E6.5
cell_1855,0,Epiblast,E6.5
cell_1856,0,Epiblast,E6.5
cell_1858,0,Epiblast,E6.5
cell_1859,0,Epiblast,E6.5
cell_1860,7,Primitive Streak,E6.5
cell_1865,0,Epiblast,E6.5
cell_1866,0,Epiblast,E6.5
cell_1868,0,Epiblast,E6.5
cell_1870,47,Epiblast,E6.5
cell_1871,2,Epiblast,E6.5
cell_1876,0,Epiblast,E6.5
cell_1878,0,Epiblast,E6.5
cell_1880,33,Epiblast,E6.5
cell_1882,0,Epiblast,E6.5
cell_1883,0,Epiblast,E6.5
cell_1884,2,Epiblast,E6.5
cell_1885,0,Epiblast,E6.5
cell_1887,33,Epiblast,E6.5
cell_1888,5,Epiblast,E6.5
cell_1889,33,Epiblast,E6.5
cell_1890,44,Primitive Streak,E6.5
cell_1891,0,Epiblast,E6.5
cell_1893,0,Epiblast,E6.5
cell_1896,0,Epiblast,E6.5
cell_1897,0,Epiblast,E6.5
cell_1898,5,Primitive Streak,E6.5
cell_1899,0,Epiblast,E6.5
cell_1902,0,Epiblast,E6.5
cell_1903,2,Epiblast,E6.5
cell_1904,0,Epiblast,E6.5
cell_1905,49,Epiblast,E6.5
cell_1906,0,Epiblast,E6.5
cell_1907,47,Epiblast,E6.5
cell_1908,33,Epiblast,E6.5
cell_1909,45,Epiblast,E6.5
cell_1910,0,Epiblast,E6.5
cell_1911,33,Epiblast,E6.5
cell_1912,5,Epiblast,E6.5
cell_1916,0,Epiblast,E6.5
cell_1918,0,Epiblast,E6.5
cell_1921,0,Epiblast,E6.5
cell_1922,0,Epiblast,E6.5
cell_1923,0,Epiblast,E6.5
cell_1924,0,Epiblast,E6.5
cell_1926,0,Epiblast,E6.5
cell_1927,47,Primitive Streak,E6.5
cell_1928,0,Epiblast,E6.5
cell_1929,5,Primitive Streak,E6.5
cell_1930,0,Epiblast,E6.5
cell_1931,33,Epiblast,E6.5
cell_1932,33,Primitive Streak,E6.5
cell_1933,0,Epiblast,E6.5
cell_1934,0,Epiblast,E6.5
cell_1936,66,Epiblast,E6.5
cell_1937,0,Epiblast,E6.5
cell_1939,25,Primitive Streak,E6.5
cell_1940,0,Epiblast,E6.5
cell_1942,0,Epiblast,E6.5
cell_1943,0,Epiblast,E6.5
cell_1944,0,Epiblast,E6.5
cell_1945,25,Epiblast,E6.5
cell_1946,0,Epiblast,E6.5
cell_1947,5,Primitive Streak,E6.5
cell_1950,0,Epiblast,E6.5
cell_1951,0,Epiblast,E6.5
cell_1952,0,Epiblast,E6.5
cell_1958,5,Epiblast,E6.5
cell_1959,2,Epiblast,E6.5
cell_1961,0,Epiblast,E6.5
cell_1962,2,Epiblast,E6.5
cell_1963,33,Epiblast,E6.5
cell_1964,0,Epiblast,E6.5
cell_1965,65,Epiblast,E6.5
cell_1966,0,Epiblast,E6.5
cell_1967,0,Epiblast,E6.5
cell_1968,5,Primitive Streak,E6.5
cell_1969,0,Epiblast,E6.5
cell_1970,33,Primitive Streak,E6.5
cell_1972,0,Epiblast,E6.5
cell_1973,7,Primitive Streak,E6.5
cell_1974,2,Epiblast,E6.5
cell_1978,47,Primitive Streak,E6.5
cell_1980,0,Epiblast,E6.5
cell_1982,5,Epiblast,E6.5
cell_1983,0,Epiblast,E6.5
cell_1985,0,Epiblast,E6.5
cell_1986,0,Epiblast,E6.5
cell_1989,0,Epiblast,E6.5
cell_1990,33,Epiblast,E6.5
cell_1991,64,Epiblast,E6.5
cell_1993,44,Primitive Streak,E6.5
cell_1994,5,Primitive Streak,E6.5
cell_1996,25,Epiblast,E6.5
cell_1998,0,Epiblast,E6.5
cell_2002,45,Epiblast,E6.5
cell_2005,0,Epiblast,E6.5
cell_2006,5,Epiblast,E6.5
cell_2007,0,Epiblast,E6.5
cell_2008,54,Epiblast,E6.5
cell_2010,2,Epiblast,E6.5
cell_2012,7,Epiblast,E6.5
cell_2013,0,Epiblast,E6.5
cell_2014,0,Epiblast,E6.5
cell_2016,0,Epiblast,E6.5
cell_2017,0,Epiblast,E6.5
cell_2020,0,Epiblast,E6.5
cell_2021,0,Epiblast,E6.5
cell_2024,33,Epiblast,E6.5
cell_2025,0,Epiblast,E6.5
cell_2026,61,Primitive Streak,E6.5
cell_2027,5,Primitive Streak,E6.5
cell_2029,2,Epiblast,E6.5
cell_2030,0,Epiblast,E6.5
cell_2035,2,Epiblast,E6.5
cell_2036,5,Primitive Streak,E6.5
cell_2037,5,Primitive Streak,E6.5
cell_2039,5,Epiblast,E6.5
cell_2040,5,Primitive Streak,E6.5
cell_2041,0,Epiblast,E6.5
cell_2044,47,Epiblast,E6.5
cell_2048,0,Epiblast,E6.5
cell_2050,33,Epiblast,E6.5
cell_2052,0,Epiblast,E6.5
cell_2054,33,Primitive Streak,E6.5
cell_2055,33,Epiblast,E6.5
cell_2056,0,Epiblast,E6.5
cell_2057,0,Epiblast,E6.5
cell_2061,5,Primitive Streak,E6.5
cell_2062,0,Epiblast,E6.5
cell_2063,0,Epiblast,E6.5
cell_2066,47,Epiblast,E6.5
cell_2067,2,Epiblast,E6.5
cell_2068,2,Epiblast,E6.5
cell_2070,7,Primitive Streak,E6.5
cell_2075,0,Epiblast,E6.5
cell_2078,0,Epiblast,E6.5
cell_2080,0,Epiblast,E6.5
cell_2082,45,Epiblast,E6.5
cell_2083,0,Epiblast,E6.5
cell_2085,0,Epiblast,E6.5
cell_2087,45,Primitive Streak,E6.5
cell_2088,33,Primitive Streak,E6.5
cell_2089,33,Primitive Streak,E6.5
cell_2090,0,Epiblast,E6.5
cell_2092,0,Epiblast,E6.5
cell_2094,0,Epiblast,E6.5
cell_2095,0,Epiblast,E6.5
cell_2096,0,Epiblast,E6.5
cell_2097,33,Epiblast,E6.5
cell_2099,44,Primitive Streak,E6.5
cell_2100,49,Epiblast,E6.5
cell_2102,0,Epiblast,E6.5
cell_2103,2,Epiblast,E6.5
cell_2104,0,Epiblast,E6.5
cell_2105,0,Epiblast,E6.5
cell_2106,0,Epiblast,E6.5
cell_2107,33,Epiblast,E6.5
cell_2109,0,Epiblast,E6.5
cell_2114,0,Epiblast,E6.5
cell_2115,0,Epiblast,E6.5
cell_2117,49,Epiblast,E6.5
cell_2118,0,Epiblast,E6.5
cell_2120,25,Epiblast,E6.5
cell_2121,33,Epiblast,E6.5
cell_2123,60,Parietal endoderm,E6.5
cell_2124,5,Primitive Streak,E6.5
cell_2126,0,Epiblast,E6.5
cell_2127,33,Epiblast,E6.5
cell_2128,47,Epiblast,E6.5
cell_2130,25,Epiblast,E6.5
cell_2131,5,Primitive Streak,E6.5
cell_2133,0,Epiblast,E6.5
cell_2135,25,Epiblast,E6.5
cell_2137,0,Epiblast,E6.5
cell_2138,0,Epiblast,E6.5
cell_2139,5,Primitive Streak,E6.5
cell_2140,2,Epiblast,E6.5
cell_2141,33,Epiblast,E6.5
cell_2143,47,Epiblast,E6.5
cell_2144,60,Parietal endoderm,E6.5
cell_2148,0,Epiblast,E6.5
cell_2149,0,Epiblast,E6.5
cell_2150,0,Epiblast,E6.5
cell_2151,7,Primitive Streak,E6.5
cell_2152,5,Primitive Streak,E6.5
cell_2153,0,Epiblast,E6.5
cell_2154,62,Primitive Streak,E6.5
cell_2155,0,Epiblast,E6.5
cell_2156,5,Primitive Streak,E6.5
cell_2157,0,Epiblast,E6.5
cell_2159,0,Epiblast,E6.5
cell_2160,54,Epiblast,E6.5
cell_2161,0,Epiblast,E6.5
cell_2165,5,Primitive Streak,E6.5
cell_2166,60,Parietal endoderm,E6.5
cell_2168,25,Epiblast,E6.5
cell_2172,33,Epiblast,E6.5
cell_2173,0,Epiblast,E6.5
cell_2174,0,Epiblast,E6.5
cell_2175,45,Primitive Streak,E6.5
cell_2176,47,Epiblast,E6.5
cell_2178,0,Epiblast,E6.5
cell_2179,47,Epiblast,E6.5
cell_2180,7,Primitive Streak,E6.5
cell_2182,0,Epiblast,E6.5
cell_2184,38,Primitive Streak,E6.5
cell_2185,5,Epiblast,E6.5
cell_2187,25,Epiblast,E6.5
cell_2188,7,Epiblast,E6.5
cell_2190,2,Epiblast,E6.5
cell_2191,44,Primitive Streak,E6.5
cell_2195,0,Epiblast,E6.5
cell_2197,7,Epiblast,E6.5
cell_2198,0,Epiblast,E6.5
cell_2199,5,Epiblast,E6.5
cell_2200,0,Epiblast,E6.5
cell_2201,60,Parietal endoderm,E6.5
cell_2202,0,Epiblast,E6.5
cell_2204,0,Epiblast,E6.5
cell_2206,47,Epiblast,E6.5
cell_2207,0,Epiblast,E6.5
cell_2208,5,Epiblast,E6.5
cell_2209,2,Epiblast,E6.5
cell_2210,5,Epiblast,E6.5
cell_2211,5,Primitive Streak,E6.5
cell_2212,0,Epiblast,E6.5
cell_2213,63,Epiblast,E6.5
cell_2216,5,Epiblast,E6.5
cell_2218,5,Primitive Streak,E6.5
cell_2219,0,Epiblast,E6.5
cell_2221,5,Primitive Streak,E6.5
cell_2224,61,Epiblast,E6.5
cell_2225,49,Epiblast,E6.5
cell_2226,47,Epiblast,E6.5
cell_2227,0,Epiblast,E6.5
cell_2228,0,Epiblast,E6.5
cell_2229,0,Epiblast,E6.5
cell_2233,45,Primitive Streak,E6.5
cell_2235,47,Primitive Streak,E6.5
cell_2236,2,Epiblast,E6.5
cell_2237,47,Primitive Streak,E6.5
cell_2238,0,Epiblast,E6.5
cell_2240,0,Epiblast,E6.5
cell_2241,25,Primitive Streak,E6.5
cell_2242,0,Epiblast,E6.5
cell_2243,0,Epiblast,E6.5
cell_2244,47,Primitive Streak,E6.5
cell_2245,25,Epiblast,E6.5
cell_2247,5,Primitive Streak,E6.5
cell_2248,60,Parietal endoderm,E6.5
cell_2249,0,Epiblast,E6.5
cell_2250,0,Epiblast,E6.5
cell_2251,0,Epiblast,E6.5
cell_2252,0,Epiblast,E6.5
cell_2253,0,Epiblast,E6.5
cell_2254,5,Primitive Streak,E6.5
cell_2256,7,Primitive Streak,E6.5
cell_2257,5,Epiblast,E6.5
cell_2258,0,Epiblast,E6.5
cell_2261,65,Epiblast,E6.5
cell_2262,0,Epiblast,E6.5
cell_2264,47,Epiblast,E6.5
cell_2265,54,Primitive Streak,E6.5
cell_2266,0,Epiblast,E6.5
cell_2267,33,Primitive Streak,E6.5
cell_2268,0,Epiblast,E6.5
cell_2269,0,Epiblast,E6.5
cell_2270,64,Primitive Streak,E6.5
cell_2271,0,Epiblast,E6.5
cell_2272,0,Epiblast,E6.5
cell_2274,2,Epiblast,E6.5
cell_2276,60,Parietal endoderm,E6.5
cell_2279,7,Primitive Streak,E6.5
cell_2283,0,Epiblast,E6.5
cell_2285,5,Epiblast,E6.5
cell_2287,0,Epiblast,E6.5
cell_2288,0,Epiblast,E6.5
cell_2289,0,Epiblast,E6.5
cell_2290,0,Epiblast,E6.5
cell_2292,25,Epiblast,E6.5
cell_2296,33,Epiblast,E6.5
cell_2297,45,Epiblast,E6.5
cell_2300,0,Epiblast,E6.5
cell_2301,0,Epiblast,E6.5
cell_2303,7,Epiblast,E6.5
cell_2304,47,Epiblast,E6.5
cell_2305,47,Primitive Streak,E6.5
cell_2308,2,Epiblast,E6.5
cell_2309,0,Epiblast,E6.5
cell_2310,61,Epiblast,E6.5
cell_2313,47,Epiblast,E6.5
cell_2314,0,Epiblast,E6.5
cell_2316,7,Primitive Streak,E6.5
cell_2317,0,Epiblast,E6.5
cell_2320,0,Epiblast,E6.5
cell_2323,5,Epiblast,E6.5
cell_2324,0,Epiblast,E6.5
cell_2325,0,Epiblast,E6.5
cell_2326,0,Epiblast,E6.5
cell_2327,0,Epiblast,E6.5
cell_2330,0,Epiblast,E6.5
cell_2331,0,Epiblast,E6.5
cell_2332,2,Epiblast,E6.5
cell_2333,0,Epiblast,E6.5
cell_2334,0,Epiblast,E6.5
cell_2335,0,Epiblast,E6.5
cell_2337,2,Epiblast,E6.5
cell_2338,0,Epiblast,E6.5
cell_2341,33,Epiblast,E6.5
cell_2342,49,Epiblast,E6.5
cell_2346,0,Epiblast,E6.5
cell_2347,47,Epiblast,E6.5
cell_2348,33,Epiblast,E6.5
cell_2350,5,Primitive Streak,E6.5
cell_2351,33,Primitive Streak,E6.5
