Cell name,Leiden cluster,Cell type,
YX_1009901003_G7,23,Epidermal_prog1,
YX_1009901003_G8,16,Epidermal1,
YX_1009901003_G9,2,Parenchymal,
YX_1009901003_H1,4,Neoblast,
YX_1009901003_H12,8,Epidermal_prog3,
YX_1009901003_H13,42,Neural,
YX_1009901003_H14,22,Muscle,
YX_1009901003_H15,45,Muscle,
YX_1009901003_H16,39,Gland,
YX_1009901003_H2,20,Neural,
YX_1009901003_H20,18,Neural,
YX_1009901003_H21,1,Neoblast,
YX_1009901003_H22,32,Neoblast,
YX_1009901003_H23,10,Muscle,
YX_1009901003_H3,6,Muscle,
YX_1009901003_H5,8,Epidermal_prog2,
YX_1009901003_H7,10,Muscle,
YX_1009901003_I1,30,Neoblast,
YX_1009901003_I10,0,Muscle,
YX_1009901003_I11,8,Epidermal_prog3,
YX_1009901003_I12,0,Muscle,
YX_1009901003_I13,1,Neoblast,
YX_1009901003_I14,0,Muscle,
YX_1009901003_I15,43,Flame cells,
YX_1009901003_I16,0,Muscle,
YX_1009901003_I17,5,Cathepsin,
YX_1009901003_I18,20,Neural,
YX_1009901003_I19,36,Neural,
YX_1009901003_I2,10,Muscle,
YX_1009901003_I22,12,Muscle,
YX_1009901003_I23,15,Neoblast,
YX_1009901003_I3,31,Neural,
YX_1009901003_I4,7,Neural,
YX_1009901003_I5,28,Neural,
YX_1009901003_I6,26,Neoblast,
YX_1009901003_I7,3,Parenchymal,
YX_1009901003_J1,25,Parenchymal,
YX_1009901003_J11,2,Cathepsin,
YX_1009901003_J12,39,Gland,
YX_1009901003_J13,0,Muscle,
YX_1009901003_J14,12,Muscle,
YX_1009901003_J15,6,Muscle,
YX_1009901003_J17,2,Cathepsin,
YX_1009901003_J18,10,Muscle,
YX_1009901003_J19,3,Parenchymal,
YX_1009901003_J2,7,Neural,
YX_1009901003_J20,0,Muscle,
YX_1009901003_J21,20,Neural,
YX_1009901003_J23,4,Neoblast,
YX_1009901003_J3,26,Neoblast,
YX_1009901003_J5,29,Neoblast,
YX_1009901003_J6,42,Neural,
YX_1009901003_J7,2,Cathepsin,
YX_1009901003_J8,29,Muscle,
YX_1009901003_J9,38,Muscle,
YX_1009901003_K1,0,Muscle,
YX_1009901003_K10,9,Muscle,
YX_1009901003_K12,7,Neural,
YX_1009901003_K13,11,Parenchymal,
YX_1009901003_K14,30,Neural,
YX_1009901003_K15,31,Neural,
YX_1009901003_K16,9,Muscle,
YX_1009901003_K17,7,Neural,
YX_1009901003_K18,2,Cathepsin,
YX_1009901003_K19,1,Neoblast,
YX_1009901003_K2,12,Muscle,
YX_1009901003_K20,0,Muscle,
YX_1009901003_K21,14,Neural,
YX_1009901003_K22,42,Neural,
YX_1009901003_K23,4,Neoblast,
YX_1009901003_K24,10,Muscle,
YX_1009901003_K3,0,Muscle,
YX_1009901003_K4,26,Neoblast,
YX_1009901003_K5,7,Neural,
YX_1009901003_K8,16,Epidermal3,
YX_1009901003_K9,15,Neoblast,
YX_1009901003_L10,7,Neural,
YX_1009901003_L11,12,Muscle,
YX_1009901003_L12,27,Neoblast,
YX_1009901003_L13,4,Neoblast,
YX_1009901003_L14,16,Epidermal1,
YX_1009901003_L15,18,Neural,
YX_1009901003_L16,32,Intestine,
YX_1009901003_L17,26,Neoblast,
YX_1009901003_L18,32,Intestine,
YX_1009901003_L20,25,Parenchymal,
YX_1009901003_L21,32,Intestine,
YX_1009901003_L23,10,Muscle,
YX_1009901003_L6,8,Epidermal_prog3,
YX_1009901003_L7,39,Gland,
YX_1009901003_L8,1,Neoblast,
YX_1009901003_L9,0,Muscle,
YX_1009901003_M1,7,Neural,
YX_1009901003_M11,30,Neoblast,
YX_1009901003_M12,0,Muscle,
YX_1009901003_M13,4,Neoblast,
YX_1009901003_M14,4,Neoblast,
YX_1009901003_M15,1,Neoblast,
YX_1009901003_M17,6,Muscle,
YX_1009901003_M18,32,Neoblast,
YX_1009901003_M2,9,Muscle,
YX_1009901003_M20,8,Epidermal_prog3,
YX_1009901003_M21,26,Neoblast,
YX_1009901003_M22,5,Cathepsin,
YX_1009901003_M24,6,Muscle,
YX_1009901003_M3,35,Neural,
YX_1009901003_M5,23,Epidermal_prog1,
YX_1009901003_M7,13,Muscle,
YX_1009901003_M8,15,Neoblast,
YX_1009901003_M9,3,Parenchymal,
YX_1009901003_N1,0,Muscle,
YX_1009901003_N10,5,Cathepsin,
YX_1009901003_N11,16,Epidermal2,
YX_1009901003_N14,20,Neural,
YX_1009901003_N15,1,Neoblast,
YX_1009901003_N16,14,Neural,
YX_1009901003_N17,12,Muscle,
YX_1009901003_N19,22,Muscle,
YX_1009901003_N2,1,Neoblast,
YX_1009901003_N20,4,Neoblast,
YX_1009901003_N21,4,Neoblast,
YX_1009901003_N22,2,Cathepsin,
YX_1009901003_N23,1,Neoblast,
YX_1009901003_N3,6,Muscle,
YX_1009901003_N5,33,Parenchymal,
YX_1009901003_N7,13,Muscle,
YX_1009901003_N9,0,Muscle,
YX_1009901003_O10,6,Muscle,
YX_1009901003_O12,40,Neural,
YX_1009901003_O14,33,Neoblast,
YX_1009901003_O15,2,Cathepsin,
YX_1009901003_O16,1,Neoblast,
YX_1009901003_O17,2,Parenchymal,
YX_1009901003_O18,4,Neoblast,
YX_1009901003_O2,12,Muscle,
YX_1009901003_O20,6,Muscle,
YX_1009901003_O21,30,Neoblast,
YX_1009901003_O22,27,Neoblast,
YX_1009901003_O23,0,Muscle,
YX_1009901003_O4,0,Muscle,
YX_1009901003_O5,3,Parenchymal,
YX_1009901003_O6,8,Epidermal_prog3,
YX_1009901003_O7,5,Cathepsin,
YX_1009901003_O8,4,Neoblast,
YX_1009901003_P10,0,Muscle,
YX_1009901003_P11,12,Muscle,
YX_1009901003_P12,8,Epidermal_prog3,
YX_1009901003_P13,0,Muscle,
YX_1009901003_P15,5,Cathepsin,
YX_1009901003_P18,1,Neoblast,
YX_1009901003_P19,36,Neural,
YX_1009901003_P22,15,Neoblast,
YX_1009901003_P23,4,Neoblast,
YX_1009901003_P3,2,Cathepsin,
YX_1009901003_P5,27,Neoblast,
YX_1009901003_P6,22,Muscle,
YX_1009901003_P7,29,Neoblast,
YX_1009901003_P8,0,Muscle,
YX_1009901003_P9,0,Muscle,
YX_1009901004_A1,1,Neoblast,
YX_1009901004_A10,1,Neoblast,
YX_1009901004_A11,19,Neural,
YX_1009901004_A13,21,Parenchymal,
YX_1009901004_A14,13,Muscle,
YX_1009901004_A16,7,Neural,
YX_1009901004_A17,46,Parenchymal,
YX_1009901004_A18,23,Epidermal_prog1,
YX_1009901004_A19,2,Cathepsin,
YX_1009901004_A2,25,Parenchymal,
YX_1009901004_A20,22,Muscle,
YX_1009901004_A21,24,Epidermal_prog2,
YX_1009901004_A22,22,Muscle,
YX_1009901004_A4,5,Cathepsin,
YX_1009901004_A5,36,Neural,
YX_1009901004_A6,15,Neoblast,
YX_1009901004_A8,5,Cathepsin,
YX_1009901004_A9,5,Cathepsin,
YX_1009901004_B1,18,Neural,
YX_1009901004_B11,3,Parenchymal,
YX_1009901004_B13,29,Neoblast,
YX_1009901004_B14,23,Epidermal_prog1,
YX_1009901004_B15,32,Intestine,
YX_1009901004_B16,44,Neural,
YX_1009901004_B17,20,Neural,
YX_1009901004_B19,24,Parenchymal,
YX_1009901004_B20,17,Parenchymal,
YX_1009901004_B21,3,Parenchymal,
YX_1009901004_B22,12,Muscle,
YX_1009901004_B24,0,Muscle,
YX_1009901004_B3,0,Muscle,
YX_1009901004_B4,0,Muscle,
YX_1009901004_B5,5,Cathepsin,
YX_1009901004_B6,2,Parenchymal,
YX_1009901004_B7,10,Muscle,
YX_1009901004_B8,23,Epidermal_prog1,
YX_1009901004_C1,21,Parenchymal,
YX_1009901004_C10,13,Muscle,
YX_1009901004_C11,1,Neoblast,
YX_1009901004_C12,3,Parenchymal,
YX_1009901004_C13,13,Muscle,
YX_1009901004_C14,1,Neoblast,
YX_1009901004_C17,3,Parenchymal,
YX_1009901004_C19,22,Muscle,
YX_1009901004_C2,22,Muscle,
YX_1009901004_C20,0,Muscle,
YX_1009901004_C22,3,Parenchymal,
YX_1009901004_C23,9,Muscle,
YX_1009901004_C24,32,Intestine,
YX_1009901004_C5,18,Neural,
YX_1009901004_C7,9,Muscle,
YX_1009901004_C8,26,Neoblast,
YX_1009901004_D1,1,Neoblast,
YX_1009901004_D11,4,Neoblast,
YX_1009901004_D12,12,Muscle,
YX_1009901004_D13,17,Neural,
YX_1009901004_D14,2,Parenchymal,
YX_1009901004_D16,24,Parenchymal,
YX_1009901004_D17,39,Gland,
YX_1009901004_D18,15,Neoblast,
YX_1009901004_D19,7,Neural,
YX_1009901004_D2,19,Parenchymal,
YX_1009901004_D22,14,Neural,
YX_1009901004_D23,1,Neoblast,
YX_1009901004_D24,0,Muscle,
YX_1009901004_D3,9,Muscle,
YX_1009901004_D4,20,Neural,
YX_1009901004_D5,2,Parenchymal,
YX_1009901004_D6,5,Cathepsin,
YX_1009901004_D7,1,Neoblast,
YX_1009901004_D8,7,Neural,
YX_1009901004_D9,1,Neoblast,
YX_1009901004_E1,11,Parenchymal,
YX_1009901004_E10,0,Muscle,
YX_1009901004_E11,12,Muscle,
YX_1009901004_E12,18,Neural,
YX_1009901004_E13,11,Parenchymal,
YX_1009901004_E14,26,Neoblast,
YX_1009901004_E15,2,Neural,
YX_1009901004_E16,11,Parenchymal,
YX_1009901004_E17,28,Neural,
YX_1009901004_E18,20,Neural,
YX_1009901004_E19,2,Cathepsin,
YX_1009901004_E2,2,Parenchymal,
YX_1009901004_E20,22,Muscle,
YX_1009901004_E22,7,Neural,
YX_1009901004_E23,9,Muscle,
YX_1009901004_E24,36,Neural,
YX_1009901004_E3,1,Neoblast,
YX_1009901004_E4,28,Neural,
YX_1009901004_E5,18,Neural,
YX_1009901004_E7,22,Muscle,
YX_1009901004_E9,1,Neoblast,
YX_1009901004_F1,40,Neural,
YX_1009901004_F11,2,Parenchymal,
YX_1009901004_F14,21,Parenchymal,
YX_1009901004_F15,26,Neoblast,
YX_1009901004_F16,34,Neural,
YX_1009901004_F17,2,Cathepsin,
YX_1009901004_F18,8,Epidermal_prog3,
YX_1009901004_F23,2,Cathepsin,
YX_1009901004_F3,18,Neural,
YX_1009901004_F4,10,Parenchymal,
YX_1009901004_F5,2,Cathepsin,
YX_1009901004_F6,31,Parenchymal,
YX_1009901004_F7,32,Intestine,
YX_1009901004_F8,0,Muscle,
YX_1009901004_F9,29,Neoblast,
YX_1009901004_G1,4,Neoblast,
YX_1009901004_G10,14,Neural,
YX_1009901004_G11,1,Neoblast,
YX_1009901004_G14,8,Epidermal_prog3,
YX_1009901004_G15,0,Muscle,
YX_1009901004_G16,12,Muscle,
YX_1009901004_G17,9,Muscle,
YX_1009901004_G18,1,Neoblast,
YX_1009901004_G19,0,Muscle,
YX_1009901004_G2,13,Muscle,
YX_1009901004_G20,4,Neoblast,
YX_1009901004_G21,1,Neoblast,
YX_1009901004_G22,5,Cathepsin,
YX_1009901004_G24,42,Neural,
YX_1009901004_G3,20,Neural,
YX_1009901004_G4,33,Neural_KK7,
YX_1009901004_G8,14,Neural,
YX_1009901004_G9,19,Neural,
YX_1009901004_H1,38,Muscle,
YX_1009901004_H10,23,Epidermal_prog1,
YX_1009901004_H11,11,Parenchymal,
YX_1009901004_H12,4,Neoblast,
YX_1009901004_H14,6,Muscle,
YX_1009901004_H15,4,Neoblast,
YX_1009901004_H16,19,Parenchymal,
YX_1009901004_H17,3,Parenchymal,
YX_1009901004_H18,9,Muscle,
YX_1009901004_H19,8,Epidermal_prog3,
YX_1009901004_H2,1,Neoblast,
YX_1009901004_H20,1,Neoblast,
YX_1009901004_H21,29,Neoblast,
YX_1009901004_H22,7,Neural,
YX_1009901004_H24,1,Neoblast,
YX_1009901004_H3,0,Muscle,
YX_1009901004_H4,15,Neoblast,
YX_1009901004_H7,26,Neoblast,
YX_1009901004_H8,23,Epidermal_prog1,
YX_1009901004_H9,2,Parenchymal,
YX_1009901004_I1,0,Muscle,
YX_1009901004_I12,0,Muscle,
YX_1009901004_I13,0,Muscle,
YX_1009901004_I15,18,Neural,
YX_1009901004_I16,14,Neural,
YX_1009901004_I17,2,Epidermal1,
YX_1009901004_I19,29,Neoblast,
YX_1009901004_I2,8,Epidermal_prog2,
YX_1009901004_I20,28,Neural,
YX_1009901004_I21,9,Muscle,
YX_1009901004_I22,1,Neoblast,
YX_1009901004_I23,1,Neoblast,
YX_1009901004_I24,13,Muscle,
YX_1009901004_I3,6,Muscle,
YX_1009901004_I4,12,Muscle,
YX_1009901004_I5,4,Neoblast,
YX_1009901004_I6,12,Muscle,
YX_1009901004_I7,24,Parenchymal,
YX_1009901004_I9,15,Neoblast,
YX_1009901004_J1,19,Neural,
YX_1009901004_J10,5,Cathepsin,
YX_1009901004_J11,10,Muscle,
YX_1009901004_J12,0,Muscle,
YX_1009901004_J14,10,Muscle,
YX_1009901004_J16,37,Cathepsin,
YX_1009901004_J17,32,Intestine,
YX_1009901004_J19,6,Muscle,
YX_1009901004_J20,11,Parenchymal,
YX_1009901004_J22,38,Muscle,
YX_1009901004_J23,1,Neoblast,
YX_1009901004_J24,4,Neoblast,
YX_1009901004_J3,6,Muscle,
YX_1009901004_J4,42,Neural,
YX_1009901004_J6,2,Cathepsin,
YX_1009901004_J7,13,Muscle,
YX_1009901004_J8,6,Muscle,
YX_1009901004_J9,1,Neoblast,
YX_1009901004_K1,25,Neoblast,
YX_1009901004_K11,4,Neoblast,
YX_1009901004_K12,26,Neoblast,
YX_1009901004_K14,6,Muscle,
YX_1009901004_K15,29,Muscle,
YX_1009901004_K16,8,Parenchymal,
YX_1009901004_K19,1,Neoblast,
YX_1009901004_K2,15,Neoblast,
YX_1009901004_K20,2,Parenchymal,
YX_1009901004_K23,2,Cathepsin,
YX_1009901004_K24,34,Neural,
YX_1009901004_K3,1,Neoblast,
YX_1009901004_K4,22,Muscle,
YX_1009901004_K5,17,Parenchymal,
YX_1009901004_K7,18,Neural,
YX_1009901004_K8,17,Parenchymal,
YX_1009901004_L1,5,Cathepsin,
YX_1009901004_L10,9,Muscle,
YX_1009901004_L11,33,Neural_KK7,
YX_1009901004_L12,2,Parenchymal,
YX_1009901004_L13,4,Neoblast,
YX_1009901004_L15,6,Muscle,
YX_1009901004_L16,15,Neoblast,
YX_1009901004_L17,0,Muscle,
YX_1009901004_L18,3,Parenchymal,
YX_1009901004_L20,0,Muscle,
YX_1009901004_L21,6,Muscle,
YX_1009901004_L24,0,Muscle,
YX_1009901004_L3,13,Muscle,
YX_1009901004_L5,21,Parenchymal,
YX_1009901004_L7,21,Parenchymal,
YX_1009901004_L8,6,Muscle,
YX_1009901004_L9,1,Neoblast,
YX_1009901004_M10,1,Neoblast,
YX_1009901004_M12,30,Neoblast,
YX_1009901004_M13,15,Neoblast,
YX_1009901004_M14,38,Muscle,
YX_1009901004_M15,13,Muscle,
YX_1009901004_M16,7,Neural,
YX_1009901004_M17,15,Neoblast,
YX_1009901004_M18,12,Muscle,
YX_1009901004_M19,4,Neoblast,
YX_1009901004_M2,2,Cathepsin,
YX_1009901004_M21,7,Neural,
YX_1009901004_M22,19,Neural,
YX_1009901004_M24,11,Parenchymal,
YX_1009901004_M3,11,Parenchymal,
YX_1009901004_M4,45,Muscle,
YX_1009901004_M5,12,Muscle,
YX_1009901004_M6,16,Epidermal2,
YX_1009901004_M7,10,Muscle,
YX_1009901004_M8,18,Neural,
YX_1009901004_N1,14,Neural,
YX_1009901004_N10,36,Neural,
YX_1009901004_N11,5,Cathepsin,
YX_1009901004_N12,1,Neoblast,
YX_1009901004_N13,12,Muscle,
YX_1009901004_N14,24,Epidermal_prog2,
YX_1009901004_N15,8,Epidermal_prog2,
YX_1009901004_N16,2,Parenchymal,
YX_1009901004_N17,2,Cathepsin,
YX_1009901004_N18,14,Neural,
YX_1009901004_N2,22,Muscle,
YX_1009901004_N20,1,Neoblast,
YX_1009901004_N22,14,Neural,
YX_1009901004_N23,20,Neural,
YX_1009901004_N24,2,Parenchymal,
YX_1009901004_N3,0,Muscle,
YX_1009901004_N4,1,Neoblast,
YX_1009901004_N5,0,Muscle,
YX_1009901004_N7,5,Cathepsin,
YX_1009901004_N8,22,Muscle,
YX_1009901004_O1,13,Muscle,
YX_1009901004_O10,44,Neural,
YX_1009901004_O11,45,Muscle,
YX_1009901004_O12,14,Muscle,
YX_1009901004_O13,15,Neoblast,
YX_1009901004_O14,6,Muscle,
YX_1009901004_O15,32,Neoblast,
YX_1009901004_O16,27,Neoblast,
YX_1009901004_O17,13,Muscle,
YX_1009901004_O19,4,Neoblast,
YX_1009901004_O2,15,Neoblast,
YX_1009901004_O20,19,Parenchymal,
YX_1009901004_O21,1,Neoblast,
YX_1009901004_O22,10,Muscle,
YX_1009901004_O23,18,Neural,
YX_1009901004_O5,14,Neural,
YX_1009901004_O6,38,Muscle,
YX_1009901004_O7,13,Muscle,
YX_1009901004_O8,4,Neoblast,
YX_1009901004_P1,34,Neural,
YX_1009901004_P10,11,Parenchymal,
YX_1009901004_P12,15,Neoblast,
YX_1009901004_P13,30,Neoblast,
YX_1009901004_P14,0,Muscle,
YX_1009901004_P15,21,Parenchymal,
YX_1009901004_P16,2,Parenchymal,
YX_1009901004_P17,31,Neural,
YX_1009901004_P18,17,Neural,
YX_1009901004_P2,15,Neoblast,
YX_1009901004_P20,12,Muscle,
YX_1009901004_P21,10,Muscle,
YX_1009901004_P22,4,Neoblast,
YX_1009901004_P23,24,Epidermal_prog2,
YX_1009901004_P3,1,Neoblast,
YX_1009901004_P4,32,Intestine,
YX_1009901004_P6,14,Neural,
YX_1009901004_P7,18,Neural,
YX_1009901005_A10,28,Neural,
YX_1009901005_A11,24,Epidermal_prog2,
YX_1009901005_A13,27,Neoblast,
YX_1009901005_A14,4,Neoblast,
YX_1009901005_A15,14,Neural,
YX_1009901005_A16,2,Parenchymal,
YX_1009901005_A17,29,Neoblast,
YX_1009901005_A19,29,Neoblast,
YX_1009901005_A2,31,Neural,
YX_1009901005_A20,28,Neural,
YX_1009901005_A21,25,Neoblast,
YX_1009901005_A24,37,Cathepsin,
YX_1009901005_A4,0,Muscle,
YX_1009901005_A6,15,Neoblast,
YX_1009901005_A8,13,Muscle,
YX_1009901005_A9,0,Muscle,
YX_1009901005_B1,15,Neoblast,
YX_1009901005_B10,6,Cathepsin,
YX_1009901005_B11,4,Neoblast,
YX_1009901005_B13,16,Epidermal2,
YX_1009901005_B14,22,Muscle,
YX_1009901005_B15,0,Muscle,
YX_1009901005_B16,8,Epidermal_prog3,
YX_1009901005_B18,4,Neoblast,
YX_1009901005_B19,14,Neural,
YX_1009901005_B2,16,Epidermal3,
YX_1009901005_B20,20,Neural,
YX_1009901005_B21,1,Neoblast,
YX_1009901005_B22,22,Neoblast,
YX_1009901005_B23,36,Neural,
YX_1009901005_B3,40,Neural,
YX_1009901005_B4,30,Neoblast,
YX_1009901005_B5,7,Neural,
YX_1009901005_B7,3,Parenchymal,
YX_1009901005_B8,9,Muscle,
YX_1009901005_B9,14,Neural,
YX_1009901005_C1,1,Neoblast,
YX_1009901005_C10,4,Neoblast,
YX_1009901005_C12,33,Neoblast,
YX_1009901005_C13,14,Neural,
YX_1009901005_C14,37,Cathepsin,
YX_1009901005_C15,5,Cathepsin,
YX_1009901005_C16,9,Muscle,
YX_1009901005_C17,36,Neural,
YX_1009901005_C18,2,Parenchymal,
YX_1009901005_C19,46,Parenchymal,
YX_1009901005_C20,43,Flame cells,
YX_1009901005_C21,23,Epidermal_prog1,
YX_1009901005_C24,17,Parenchymal,
YX_1009901005_C3,0,Muscle,
YX_1009901005_C5,30,Neoblast,
YX_1009901005_C6,6,Muscle,
YX_1009901005_C7,17,Neural,
YX_1009901005_C8,17,Parenchymal,
YX_1009901005_C9,1,Neoblast,
YX_1009901005_D10,9,Muscle,
YX_1009901005_D12,6,Muscle,
YX_1009901005_D13,1,Neoblast,
YX_1009901005_D14,17,Neural,
YX_1009901005_D15,21,Parenchymal,
YX_1009901005_D17,32,Intestine,
YX_1009901005_D18,7,Neural,
YX_1009901005_D2,22,Muscle,
YX_1009901005_D20,7,Neural,
YX_1009901005_D21,20,Neural,
YX_1009901005_D22,33,Neoblast,
YX_1009901005_D23,24,Parenchymal,
YX_1009901005_D3,19,Parenchymal,
YX_1009901005_D4,24,Epidermal_prog2,
YX_1009901005_D5,2,Cathepsin,
YX_1009901005_D6,40,Neural,
YX_1009901005_D8,11,Parenchymal,
YX_1009901005_D9,0,Muscle,
YX_1009901005_E1,0,Muscle,
YX_1009901005_E12,1,Neoblast,
YX_1009901005_E13,13,Muscle,
YX_1009901005_E15,11,Parenchymal,
YX_1009901005_E17,0,Muscle,
YX_1009901005_E18,5,Cathepsin,
YX_1009901005_E19,23,Epidermal_prog1,
YX_1009901005_E2,2,Parenchymal,
YX_1009901005_E20,4,Neoblast,
YX_1009901005_E22,43,Flame cells,
YX_1009901005_E23,5,Cathepsin,
YX_1009901005_E24,2,Cathepsin,
YX_1009901005_E3,4,Neoblast,
YX_1009901005_E5,29,Neoblast,
YX_1009901005_E6,1,Neoblast,
YX_1009901005_E7,1,Neoblast,
YX_1009901005_E9,1,Neoblast,
YX_1009901005_F10,13,Muscle,
YX_1009901005_F11,18,Neural,
YX_1009901005_F12,1,Neoblast,
YX_1009901005_F14,17,Neural,
YX_1009901005_F15,38,Muscle,
YX_1009901005_F16,23,Epidermal_prog1,
YX_1009901005_F17,42,Neural,
YX_1009901005_F18,3,Parenchymal,
YX_1009901005_F19,9,Muscle,
YX_1009901005_F2,7,Neural,
YX_1009901005_F20,4,Neoblast,
YX_1009901005_F21,2,Parenchymal,
YX_1009901005_F22,31,Neural,
YX_1009901005_F23,11,Parenchymal,
YX_1009901005_F24,8,Parenchymal,
YX_1009901005_F4,4,Neoblast,
YX_1009901005_F7,4,Neoblast,
YX_1009901005_F8,0,Muscle,
YX_1009901005_G1,15,Neoblast,
YX_1009901005_G10,14,Neural,
YX_1009901005_G12,22,Muscle,
YX_1009901005_G14,4,Neoblast,
YX_1009901005_G15,33,Neural_KK7,
YX_1009901005_G16,4,Neoblast,
YX_1009901005_G17,1,Neoblast,
YX_1009901005_G18,40,Neural,
YX_1009901005_G19,32,Intestine,
YX_1009901005_G20,7,Neural,
YX_1009901005_G21,2,Cathepsin,
YX_1009901005_G23,19,Parenchymal,
YX_1009901005_G3,1,Neoblast,
YX_1009901005_G5,15,Neoblast,
YX_1009901005_G6,1,Neoblast,
YX_1009901005_G8,13,Muscle,
YX_1009901005_G9,28,Neural,
YX_1009901005_H10,20,Neural,
YX_1009901005_H11,6,Muscle,
YX_1009901005_H12,0,Muscle,
YX_1009901005_H13,5,Cathepsin,
YX_1009901005_H14,4,Neoblast,
YX_1009901005_H15,4,Neoblast,
YX_1009901005_H17,10,Muscle,
YX_1009901005_H18,41,Muscle,
YX_1009901005_H19,24,Epidermal_prog2,
YX_1009901005_H2,17,Neural,
YX_1009901005_H20,11,Parenchymal,
YX_1009901005_H21,14,Neural,
YX_1009901005_H22,0,Muscle,
YX_1009901005_H23,32,Intestine,
YX_1009901005_H3,29,Neoblast,
YX_1009901005_H5,2,Cathepsin,
YX_1009901005_H6,7,Neural,
YX_1009901005_H7,38,Muscle,
YX_1009901005_H9,33,Neural_KK7,
YX_1009901005_I1,13,Muscle,
YX_1009901005_I10,2,Cathepsin,
YX_1009901005_I11,22,Muscle,
YX_1009901005_I12,13,Muscle,
YX_1009901005_I14,0,Muscle,
YX_1009901005_I15,18,Neural,
YX_1009901005_I16,24,Epidermal_prog2,
YX_1009901005_I17,45,Muscle,
YX_1009901005_I18,8,Epidermal1,
YX_1009901005_I2,15,Neoblast,
YX_1009901005_I20,22,Muscle,
YX_1009901005_I22,3,Parenchymal,
YX_1009901005_I24,35,Neural,
YX_1009901005_I3,2,Parenchymal,
YX_1009901005_I4,16,Epidermal3,
YX_1009901005_I5,4,Neoblast,
YX_1009901005_I8,37,Cathepsin,
YX_1009901005_I9,12,Muscle,
YX_1009901005_J1,28,Neural,
YX_1009901005_J10,2,Cathepsin,
YX_1009901005_J13,13,Muscle,
YX_1009901005_J14,11,Parenchymal,
YX_1009901005_J15,9,Muscle,
YX_1009901005_J17,45,Muscle,
YX_1009901005_J18,0,Muscle,
YX_1009901005_J19,1,Neoblast,
YX_1009901005_J2,2,Cathepsin,
YX_1009901005_J20,32,Neoblast,
YX_1009901005_J22,40,Neural,
YX_1009901005_J23,33,Neoblast,
YX_1009901005_J24,16,Epidermal1,
YX_1009901005_J3,1,Neoblast,
YX_1009901005_J5,0,Muscle,
YX_1009901005_J7,13,Muscle,
YX_1009901005_J9,8,Epidermal_prog3,
YX_1009901005_K10,1,Neoblast,
YX_1009901005_K11,1,Neoblast,
YX_1009901005_K12,30,Neoblast,
YX_1009901005_K13,4,Neoblast,
YX_1009901005_K14,0,Muscle,
YX_1009901005_K15,9,Muscle,
YX_1009901005_K16,4,Neoblast,
YX_1009901005_K18,13,Muscle,
YX_1009901005_K19,14,Neural,
YX_1009901005_K21,4,Neoblast,
YX_1009901005_K22,0,Muscle,
YX_1009901005_K23,19,Neural,
YX_1009901005_K24,12,Muscle,
YX_1009901005_K3,43,Flame cells,
YX_1009901005_K4,6,Muscle,
YX_1009901005_K5,12,Muscle,
YX_1009901005_K6,2,Parenchymal,
YX_1009901005_K7,4,Neoblast,
YX_1009901005_K8,8,Epidermal_prog2,
YX_1009901005_K9,32,Neoblast,
YX_1009901005_L1,44,Neural,
YX_1009901005_L10,1,Neoblast,
YX_1009901005_L11,2,Cathepsin,
YX_1009901005_L12,17,Neural,
YX_1009901005_L13,22,Muscle,
YX_1009901005_L14,14,Gland,
YX_1009901005_L15,3,Parenchymal,
YX_1009901005_L16,0,Muscle,
YX_1009901005_L17,20,Neural,
YX_1009901005_L19,5,Cathepsin,
YX_1009901005_L2,19,Parenchymal,
YX_1009901005_L20,1,Neoblast,
YX_1009901005_L21,28,Neural,
YX_1009901005_L22,36,Neural,
YX_1009901005_L23,0,Muscle,
YX_1009901005_L3,22,Muscle,
YX_1009901005_L4,5,Cathepsin,
YX_1009901005_L6,7,Neural,
YX_1009901005_L7,13,Muscle,
YX_1009901005_L9,2,Cathepsin,
YX_1009901005_M1,2,Cathepsin,
YX_1009901005_M10,3,Parenchymal,
YX_1009901005_M11,21,Parenchymal,
YX_1009901005_M13,16,Epidermal2,
YX_1009901005_M14,5,Cathepsin,
YX_1009901005_M15,46,Parenchymal,
YX_1009901005_M17,4,Neoblast,
YX_1009901005_M18,0,Muscle,
YX_1009901005_M19,5,Cathepsin,
YX_1009901005_M2,7,Neural,
YX_1009901005_M20,3,Parenchymal,
YX_1009901005_M21,9,Muscle,
YX_1009901005_M23,5,Cathepsin,
YX_1009901005_M24,6,Muscle,
YX_1009901005_M3,42,Neural,
YX_1009901005_M4,0,Muscle,
YX_1009901005_M5,1,Neoblast,
YX_1009901005_M6,41,Muscle,
YX_1009901005_M7,1,Neoblast,
YX_1009901005_M8,32,Intestine,
YX_1009901005_M9,4,Neoblast,
YX_1009901005_N10,21,Parenchymal,
YX_1009901005_N12,16,Epidermal3,
YX_1009901005_N13,15,Neoblast,
YX_1009901005_N15,33,Neural_KK7,
YX_1009901005_N16,9,Muscle,
YX_1009901005_N17,11,Parenchymal,
YX_1009901005_N18,9,Muscle,
YX_1009901005_N19,8,Epidermal_prog3,
YX_1009901005_N2,18,Neural,
YX_1009901005_N20,46,Parenchymal,
YX_1009901005_N21,24,Parenchymal,
YX_1009901005_N22,16,Epidermal1,
YX_1009901005_N23,30,Neoblast,
YX_1009901005_N24,4,Neoblast,
YX_1009901005_N3,0,Muscle,
YX_1009901005_N4,3,Parenchymal,
